paper_id,title
9908020,Instantons and Non-renormalisation in AdS/CFT
9912035,Instantons versus Monopoles
9208046,Landau-Ginzburg Topological Theories in the Framework of GKM and Equivalent Hierarchies
9303100,On pq-duality and explicit solutions in $c \le 1$ $2d$ gravity models
9312103,Macdonald's polynomials and representations of quantum groups
9401017,Relativistic Calogero-Moser model as gauged WZW theory
9402021,Calogero-Moser hierarchy and KP hierarchy
9504141,Two Phases of Supersymmetric Gluodynamics
9201003,"Intersection Theory, Integrable Hierarchies and Topological Field Theory"
9205110,"The $\tau$-function of the universal Whitham hierarchy, matrix models and topological field theories"
9306153,2D Gravity and Random Matrices
9306102,Construction of the classical $R$-matrices for the Toda and Calogero models
9411004,Conformal blocks on elliptic curves and the Knizhnik--Zamolodchikov--Bernard equations
9411160,Spin generalization of the Calogero-Moser system and the Matrix KP equation
9510143,Generalized Hitchin systems and Knizhnik-Zamolodchikov-Bernard equation on elliptic curves
9609104,One-instanton calculations in N=2 SU(Nc) Supersymmetric QCD
9407007,Fractons in Twisted Multiflavor Schwinger Model
9511104,Screening vs. Confinement in 1+1 Dimensions
9703191,N=1 Superconformal Symmetry in Four Dimensions
9804099,Conformal Symmetry of Supergravities in AdS spaces
9802012,Instantons and Magnetic Monopoles on $R^3\times S^1$ with Arbitrary Simple Gauge Groups
9802108,SU(2) Calorons and Magnetic Monopoles
9805168,Periodic Instantons with non-trivial Holonomy
9806034,Monopole Constituents inside SU(n) Calorons
9902018,Instantons Versus Supersymmetry: Fifteen Years Later
9904116,Breakdown of Cluster Decomposition in Instanton Calculations of the Gluino Condensate
9710098,"Instantons, Three Dimensional Gauge Theories and Monopole Moduli Spaces"
9804069,Solution of N=2 Gauge Theories via Compactification to Three Dimensions
9811172,Four-point functions in N=4 supersymmetric Yang-Mills theory at two loops
9802049,Exact T-duality between Calorons and Taub-NUT spaces
9905016,Weyl-Dirac zero-mode for calorons
9905138,Nahm dualities on the torus - a synthesis
9908095,Massive and Massless Monopoles and Duality
9909004,Instantons and Monopoles in General Abelian Gauges
1105,Paper 1105
9911085,Noncommutative open strings from Dirac quantization
9511111,String center of mass operator and its effect on BRST cohomology
9910258,On the Deformation of $\Lambda$-Symmetry in B-field Background
9907055,Boundary Conditions as Dirac Constraints
9806198,"Moyal Brackets, Star Products and the Generalised Wigner Function"
9911140,Canonical Quantization of Open String and Noncommutative Geometry
1106,Paper 1106
9806108,Multi-Body Interactions of D-Particles in Supergravity and Matrix Theory
9903022,Supersymmetric completion of supersymmetric quantum mechanics
9903049,Supersymmetry and the Yang-Mills Effective Action at Finite N
9905183,Three Graviton Scattering in M-Theory
9312104,The Verlinde Algebra And The Cohomology Of The Grassmannian
9708097,g = 2 as a Gauge Condition
9801072,g=1 for Dirichlet 0-branes
9706059,"A Non-Renormalization Theorem for the d=1, N=8 Vector Multiplet"
9707039,A Single Classical Quark
9712133,Asymptotic Search for Ground States of SU(2) Matrix Theory
9801093,Asymptotic Supergraviton States in Matrix Theory
9705200,A ``Gaussian'' Approach to Computing Supersymmetric Effective Actions
9808183,Effective Action for Membrane Dynamics in DLCQ $M$ theory on a Two-torus
9812039,Spin dependent D-brane interactions and scattering amplitudes in matrix theory
9901105,Non-perturbative membrane spin-orbit couplings in M/IIA theory
9901152,Eleven-dimensional massless superparticles and matrix theory spin-orbit couplings revisited
9810021,Tree Level Supergravity and the Matrix Model
9903025,Higher-derivative terms in one-loop effective action for general trajectories of D-particles in Matrix theory
9903099,Matrix Theory and Feynman Diagrams
9904182,Asymptotic Form of Zero Energy Wave Functions in Supersymmetric Matrix Models
9905091,Three-graviton scattering and recoil effects in M-atrix theory
1107,Paper 1107
1108,Paper 1108
9709133,Bremsstrahlung of relativistic electrons in the Aharonov-Bohm potential
9709134,Electron-positron pair production in the Aharonov-Bohm potential
9710025,On the Nonrelativistic Limit of the Scattering of Spin One-half Particles Interacting with a Chern-Simons Field
9801192,Nonrelativistic Limit of the Scalar Chern-Simons Theory and the Aharonov-Bohm Scattering
9810182,The Aharonov-Bohm Problem Revisited
9906170,Radiative Corrections to the Aharonov-Bohm Scattering
9410225,Relativistic Aharonov-Bohm-Coulomb Problem
9302116,"Aharonov-Bohm Scattering, Contact Interactions and Scale Invariance"
9610247,On the Nonrelativistic Limit of the phi^4 Theory in 2+1 Dimensions
9703090,Perturbative Expansion in the Galilean Invariant Spin One-Half Chern-Simons Field Theory
9703200,The Low Energy Limit of the Chern-Simons Theory Coupled to Fermions
9306117,Differential Regularization of a Non-relativistic Anyon Model
9307034,Scale anomalies in non-relativistic field theories in 2+1 dimensions
9309013,Perturbative Renormalization in Quantum Mechanics
9402020,Perturbative Bosonic End Anyon Spectra and Contact Interactions
9404094,On $\delta$ perturbative interactions in the Aharonov-Bohm and Anyon Models
9406212,Perturbative Renormalizations of Anyon Quantum Mechanics
9503032,Perturbation Theory and the Aharonov-Bohm Effect
9509003,On the scattering amplitude in the Aharonov-Bohm gauge field
9606054,Quantum Description of Anyons: Role of Contact Terms
9611027,Relativistic Corrections to the Aharonov-Bohm Scattering
9603185,The Aharonov-Bohm scattering : the role of the incident wave
9411175,Aharonov-Bohm Scattering of a Localized Wave Packet: Analysis of the Forward Direction
9809062,On the Nonabelian Aharonov Bohm Scattering of Spinless Particles
1109,Paper 1109
9512075,"Supersymmetric sigma-models, twistors, and the Atiyah-Hitchin metric"
9702161,New hyper-Kaehler manifolds by fixing monopoles
9709082,The Implicit Metric on a Deformation of the Atiyah-Hitchin Manifold
9710185,Induced scalar potentials for hypermultiplets
9803112,D_k Gravitational Instantons and Nahm Equations
9803160,Singular Monopoles and Gravitational Instantons
9808160,Rigid N=2 superconformal hypermultiplets
9810250,3-Sasakian Manifolds
9812212,Degeneration of ALF D_n Metrics
9904196,Exact hypermultiplet dynamics in four dimensions
9909177,Exact low-energy effective actions for hypermultiplets in four dimensions
9909228,Superconformal Hypermultiplets
9605192,"Seiberg-Witten theory, monopole spectral curves and affine Toda solitons"
9603082,Notes on Equivalences and Higgs Branches in N=2 Supersymmetric Yang-Mills Theory
9310017,Non-Perturbative effective Lagrangians for super-matrix models
9607054,Comments on D-Brane and $SO(2N)$ Enhanced Symmetry in Type II String
9710085,On exact solutions to quantum N=2 gauge theories
9707262,Special geometry in hypermultiplets
9710243,Fibre Bundles and Generalised Dimensional Reduction
9611209,"Solitons, monopoles and duality: from sine-Gordon to Seiberg-Witten"
9902211,"CNM Models, Holomorphic Functions and Projective Superspace C-Maps"
9903256,Remarks on the Atiyah-Hitchin metric
9812133,On Harmonic Superspace
9903183,Monopoles and Harmonic Maps
9910212,On the generalized Legendre transform and monopole metrics
1110,Paper 1110
9212088,Random matrix theory and spectral sum rules for the Dirac operator in QCD
9401059,The spectrum of the QCD Dirac operator and chiral random matrix theory: the threefold way
9401092,The spectrum of the Dirac operator near zero virtuality for $N_c = 2$
9402008,Spectral sum rules and Selberg's integral
9609174,Universality of random matrices in the microscopic limit and the Dirac operator spectrum
9704055,Universal spectral correlations of the Dirac operator at finite temperature
9704056,Universality of Correlation Functions in Random Matrix Models of QCD
9710103,Various Shades of Blue's Functions
9711047,Massive Spectral Sum Rules for the Dirac Operator
9711110,Dirac Operator Spectra from Finite-Volume Partition Functions
9801133,Microscopic Spectra of Dirac Operators and Finite-Volume Partition Functions
9802174,Consistency Conditions for Finite-Volume Partition Functions
9806110,From chiral Random Matrix Theory to chiral Perturbation Theory
9811212,The Microscopic Spectral Density of the QCD Dirac Operator
9902117,"Quark spectra, topology and random matrix theory"
9903096,Topology and the Dirac Operator Spectrum in Finite-Volume Gauge Theories
9903119,Thouless energy in QCD and effects of diffusion modes on level correlations of Dirac operator
9904199,The Spectral Density of the QCD Dirac Operator and Patterns of Chiral Symmetry Breaking
9907096,The orthogonal ensemble of random matrices and QCD in three dimensions
9910107,Stochastic field theory for a Dirac particle propagating in gauge field disorder
9910190,On Finite-Volume Gauge Theory Partition Functions
9912207,Three-dimensional QCD in the adjoint representation and random matrix theory
9303012,Spectral Density of the QCD Dirac Operator near Zero Virtuality
9310049,Chiral random matrix theory and the spectrum of the Dirac operator near zero virtuality
9404031,Spectral sum rules and finite volume partition function in gauge theories with real and pseudoreal fermions
9405005,Random matrix theory and $QCD_3$
9606099,Proof of universality of the Bessel kernel for chiral matrix models in the microscopic limit
9502096,Effective Lagrangians and Chiral Random Matrix Theory
9605110,An Itzykson-Zuber-like Integral and Diffusion for Complex Ordinary and Supermatrices
9605183,Finite volume partition functions and Itzykson-Zuber integrals
9304063,Level-Spacing Distributions and the Bessel Kernel
9412230,Universal correlations for deterministic plus random Hamiltonians
9606004,Higher genus correlators for the hermitian matrix model with multiple cuts
9612237,Renormalization group approach to multiple-arc random matrix models
9612242,"Universal correlations in random matrices: quantum chaos, the $1/r^2$ integrable model, and quantum gravity"
9207020,Higher Genus Correlators for the Complex Matrix Model
9302014,Matrix Model Calculations beyond the Spherical Limit
9307116,Nonlinear Renormalization Group Equation for Matrix Models
9604012,Nonrelativistic Particle in Free Random Gauge Background
9607243,Gravitational dressing of massive soliton theories
9702005,Universal correlators for multi-arc complex matrix models
9710114,Universal Behavior in Dirac Spectra
9711023,Universal Spectral Correlators and Massive Dirac Operators
9711057,The microscopic spectrum of the QCD Dirac operator with finite quark masses
9711096,Universal Massive Spectral Correlators and QCD_3
9709032,Universal Fluctuations in Dirac Spectra
9712006,Multicritical Microscopic Spectral Correlators of Hermitian and Complex Matrices
9801042,Universality in Chiral Random Matrix Theory at $\beta =1$ and $\beta =4$
9412012,The Itzykson-Zuber Integral for U(m|n)
9803007,Smallest Dirac Eigenvalue Distribution from Random Matrix Theory
9807026,QCD Dirac Spectra With and Without Random Matrix Theory
9810130,Berezin integration on noncompact supermanifolds
9811044,Spectral correlations of the massive QCD Dirac operator at finite temperature
9809194,Odd-flavored QCD_3 and Random Matrix Theory
9810248,Logarithmic Universality in Random Matrix Theory
9405006,Chiral random matrix theory and QCD
9201013,Towards unified theory of $2d$ gravity
9404005,Unitary matrix integrals in the framework of Generalized Kontsevich Model. I. Brezin-Gross-Witten Model
1111,Paper 1111
9909132,Derivative corrections to Dirac-Born-Infeld Lagrangian and non-commutative gauge theory
9911245,Instantons in the U(1) Born-Infeld Theory and Noncommutative Gauge Theory
9912293,Corrections to the Abelian Born-Infeld Action Arising from Noncommutative Geometry
9612120,Nonabelian gauge field dynamics on matrix D-branes
9904133,Worldvolume Uncertainty Relations for D-Branes
9707118,Euclidean D-branes and higher-dimensional gauge theory
1112,Paper 1112
9212049,Challenges for Superstring Cosmology
9805005,Stabilizing the Dilaton in Superstring Cosmology
9307121,Does String Theory Have a Duality Symmetry Relating Weak and Strong Coupling?
9402115,Topological Defects as Seeds for Eternal Inflation
9611149,Modular Invariant Formulation of Multi-Gaugino and Matter Condensation
9702105,Supersymmetry breaking and weakly vs. strongly coupled string theory
1114,Paper 1114
9402031,Gauged WZW models and Non-abelian duality
9411242,On Conformal Properties of the Dualized Sigma-Models
9510092,The non-abelian target space duals of Taub-NUT space
9603015,Exact non-abelian duality
9709071,Non-Abelian Duality Based on Non-Semi-Simple Isometry Groups
9811033,Symmetry Algebras in Chern-Simons Theories with Boundary: Canonical Approach
9906123,Equivalence of Chern-Simons gauge theory and WZNW model using a BRST symmetry
9201039,Exact Bosonic and Supersymmetric String Black Hole Solutions
9202002,Chiral Gauged WZW Theories and Coset Models in Conformal Field Theory
9203059,Black Holes and Massive Remnants
9204011,Target Space Structure of a Chiral Gauged Wess-Zumino-Witten Model
9310112,A WZW model based on a non-semi-simple group
9305055,Abelian and Non-Abelian Dualities in String Bacgrounds
9409011,Remarks on Non-Abelian Duality
9409177,Stringy Twists of the Taub--Nut Metric
9509013,WZNW Models and Gauged WZNW Models Based on a Family of Solvable Lie Algebras
9407113,Integrable theories that are asymptotically CFT
9601016,Abelian duality in WZW models
9601096,Geometry and Duality in Supersymmetric sigma-Models
9602162,Dressing Cosets
9710163,Canonical equivalence of non-isometric sigma models and Poisson-Lie T-duality
9311081,A Class of String Backgrounds as a Semiclassical Limit of WZW Models
9311093,Exact string backgrounds from WZW models based on non-semi-simple groups
9311187,Strings in Plane Wave Backgrounds Revisited
9403041,Exact string background from a WZW model based on the Heisenberg group
9404063,Four Dimensional Plane Wave String Solutions with Coset CFT Description
9511024,Classical Geometry and Target Space Duality
9512126,On Non-Abelian Duality in Sigma Models
9608023,Anti-field Formalism and Non-Abelian Duality
9407181,Self-dual solutions of 2+1 Einstein gravity with a negative cosmological constant
9603135,On the CJT Formalism in Multi-Field Theories
9706032,Supersymmetric Solutions in Three-Dimensional Heterotic String Theory
9305155,Canonical quantization and braid invariance of (2+1)-dimensional gravity coupled to point particles
9709143,Conformally Invariant Path Integral Formulation of the Wess-Zumino-Witten $\to$ Liouville Reduction
9206059,Hidden Kac-Moody symmetry and 2D Quantum Supergravity
9804129,Statistical Entropy of Calabi-Yau Black Holes
9602060,N=2 Electric-magnetic duality in a chiral background
9705150,Gauge Symmetry Enhancement and N = 2 Supersymmetric Quantum Black Holes in Heterotic String Vacua
9805182,Topological Ward Identity and Anti-de Sitter Space/CFT Correspondence
9806049,Unitarity of strings and non-compact Hermitian symmetric spaces
9412144,Entropies of Scalar Fields on Three Dimensional Black Holes
9803220,Near Anti-de Sitter Geometry and Corrections to the Large N Wilson Loop
9803227,Probing the BTZ black hole with test fields
9804095,Greybody factor for the BTZ black hole and a 5D black hole
9808002,Greybody Factors in the $AdS_3$/CFT Correspondence
9205077,Edge Currents and Vertex Operators for Chern-Simons Gravity
9402057,Non-Abelian Chern-Simons Particles and their Quantization
9411164,"Edge States in Gauge Theories: Theory, Interpretations and Predictions"
9803208,New Gauge Invariant Formulation of the Chern-Simons Gauge Theory
9806119,Statistical Entropy of Three-dimensional Kerr-De Sitter Space
9807216,Quantum three-dimensional de Sitter space
9901112,Bering's proposal for boundary contribution to the Poisson bracket
1115,Paper 1115
9210036,Geometric Gravitational Forces on Particles Moving in a Line
9301119,Hamiltonian Approach to 2D Dilaton-Gravities and Invariant Adm Mass
1116,Paper 1116
9812221,One-loop Energy Corrections in the Nonabelian Gauge Field Theory in 2+1 Dimensions
1117,Paper 1117
9403067,Finite Quantum Physics and Noncommutative Geometry
9506041,ON THE ORIGIN OF KALUZA-KLEIN STRUCTURE
9606114,Non-Commutative Differential Geometry on Discrete Space $M_4\times Z\ma{N}$ and Gauge Theory
9209044,Gravity in Non-Commutative Geometry
9304157,Grading of Spinor Bundles and Gravitating Matter in Non-Commutative Geometry
9401145,Gravity from Noncommutative Geometry
9402046,Gravity and Electromagnetism in Noncommutative Geometry
9406166,Derivations and noncommutative differential calculus II
9410201,Linear Connections in Non-Commutative Geometry
9212108,A Generating Function for Fatgraphs
9303006,Quantum $R^2$ Gravity in Two Dimensions
9307074,All-Order Quantum Gravity in Two Dimensions
9304023,SO(10) Unification in Non-Commutative Geometry
9402048,Standard Model in Differential Geometry on Discrete Space M4*Z3
9510038,Modified Reconstruction of Standard Model in Non-Commutative Differential Geometry
9512171,New Incorporation of the Strong Interaction in NCG and Standard Model
9512215,BRST Quantization of Gauge Theory in Noncommutative Geometry: Matrix Derivative Approach
9603045,BRST invariant Lagrangian of spontaneously broken gauge theories in noncommutative geometry
1118,Paper 1118
1119,Paper 1119
9206055,Classical and Quantum Production of Cornucopions At Energies Below $10^{18}$ GeV
9210012,Black Holes Coupled to a Massive Dilaton
9210050,Black Holes and Solitons in String Theory
1121,Paper 1121
9308090,Supergravity Coupled to Chiral Matter at One Loop
9408149,Pauli-Villars Regularization of Supergravity Coupled to Chiral and Yang-Mills Matter
9412125,Pauli-Villars Regularization of Globally Supersymmetric Theories
9606052,Supergravity at One Loop II: Chiral and Yang-Mills Matter
9606135,Supergravity Coupled to Chiral and Yang-Mills Matter at One Loop
9608084,On the Holomorphic Structure of a Low Energy Supersymmetric Wilson Effective Action
9608157,Holomorphic Anomalies and the Nonrenormalization Theorem
9701134,"The Wilson Effective K\""ahler Potential For Supersymmetric Nonlinear Sigma Models"
9803099,Non-Renormalization Theorems in Non-Renormalizable Theories
9903243,Implications of decoupling effects for one-loop corrected effective actions from superstring theory
9905062,Holomorphic effective potential in general chiral superfield model
9906141,One-loop effective potential of N=1 supersymmetric theory and decoupling effects
9508043,Effective Actions and Gauge Field Stability
9602021,Manifolds of Fixed Points and Duality in Supersymmetric Gauge Theories
9505113,Spontaneous Magnetization in Lorentz Invariant Theories
9506184,Interaction Hierarchy. Gonihedric String and Quantum Gravity
9602031,Duality and Dynamical Supersymmetry Breaking in $Spin(10)$ with a Spinor
9602035,Duality of N=1 Supersymmetric SO(10) Gauge Theory with Matter in the Spinorial Representation
9602180,Dynamical Supersymmetry Breaking in Vector-like Gauge Theories
9607210,Exact Results and Duality for SP(2N) SUSY Gauge Theories with an Antisymmetric Tensor
9801062,Invariant Regularization of Supersymmetric Chiral Gauge Theory
9608197,The Cosmology of String Theoretic Axions
9711178,Classification of Flat Directions in Perturbative Heterotic Superstring Vacua with Anomalous U(1)
9805133,Flat Directions in Three-Generation Free-Fermionic String Models
1122,Paper 1122
2125,Paper 2125
3147,Paper 3147
9810008,Conformal Anomaly for Dilaton Coupled Theories from AdS/CFT Correspondence
9905180,"Branes, Waves and AdS Orbifolds"
9905200,Curvature Dependence of Running Gauge Coupling and Confinement in AdS/CFT Correspondence
9906127,The Gravitational Action in Asymptotically AdS and Flat Spacetimes
9906216,Running Gauge Coupling and Quark-Antiquark Potential in Non-SUSY Gauge Theory at Finite Temperature from IIB SG/CFT correspondence
9908066,Axion-Dilatonic Conformal Anomaly from Ads/CFT Correspondence
9911060,Stress-Energy Tensors for Higher Dimensional Gravity
9911152,Finite gravitational action for higher derivative and stringy gravities
9912013,Surface counterterms and boundary stress-energy tensors for asymptotically non-anti-de Sitter spaces
9912191,Conformal Anomaly from d5 Gauged Supergravity and c-function Away from Conformity
1131,Paper 1131
1177,Paper 1177
1193,Paper 1193
2111,Paper 2111
2230,Paper 2230
9905227,"Spherically Collapsing Matter in AdS, Holography, and Shellons"
9911002,The Holographic Principle for General Backgrounds
9912209,Black Hole Formation in AdS and Thermalization on the Boundary
9305123,"Black Holes, Wormholes, and the Disappearance of Global Charge"
9510029,Virtual Black Holes
9511227,String Physics and Black Holes
206223,Paper 206223
9308020,Covariant Effective Action and One-Loop Renormalization of 2D Dilaton Gravity with Fermionic Matter
9705236,Trace Anomaly of Dilaton Coupled Scalars in Two Dimensions
9706009,Trace Anomaly and Non-Local Effective Action for 2D Conformally Invariant Scalar Interacting with Dilaton
9706143,Trace anomaly induced effective action for 2D and 4D dilaton coupled scalars
9707025,Weyl Anomaly of 2D Dilaton-Scalar Gravity and Hermiticity of System Operator
9707041,Hawking Radiation for Non-minimally Coupled Matter from Generalized 2D Black Hole Models
9801052,Conformal anomaly for dilaton coupled electromagnetic field
9802029,Conformal anomaly in 2d dilaton-scalar theory
9802043,Conformal Anomaly in 4D Gravity-Matter Theories Non-minimally Coupled with Dilaton
9804031,AdS Membranes Wrapped on Surfaces of Arbitrary Genus
9808085,Gravitational Entropy and Global Structure
9809035,"Nut Charge, Anti-de Sitter Space and Entropy"
9812202,Effective actions on the squashed three-sphere
9903229,Misner String Entropy
9904197,"Holography, Thermodynamics and Fluctuations of Charged AdS Black Holes"
9907188,The Free Energy of N=4 Super-Yang-Mills and the AdS/CFT Correspondence
9310069,Strings and Singularities
9809174,A Non-perturbative Evidence toward the Positive Energy Conjecture for asymptotically locally AdS_5 IIB Supergravity on S^5
9902156,6D black string as a model of the AdS/CFT correspondence
9907143,Yang-Mills theory from non-critical string
9908198,Dilatonic AdS-Kerr Solution to AdS/CFT Correspondence
9809040,Instanton symmetries and the entropy of compact manifolds
9904148,Entropy of Rotating Misner String Spacetimes
9810014,New Confining N=1 Supersymmetric Gauge Theories
9812014,Superalgebras in Many Types of M-Brane Backgrounds and Various Supersymmetric Brane Configurations
9906054,One-loop Conformal Anomalies From AdS/CFT in the Schrodinger Representation
9602093,Non-Abelian Anomalies and Effective Actions for a Homogeneous Space $G/H$
9910040,Holographic Stress Tensors for Kerr-AdS Black Holes
9910113,Weyl anomaly from Weyl gravity
9910124,Holographic Counterterm Actions and Anomalies for Asymptotic AdS and Flat Spaces
9908065,Strong Coupling Limit of ${\cal N}=2$ SCFT Free Energy and Higher Derivative AdS/CFT Correspondence
9908022,Thermodynamics of Kerr-Newman-AdS Black Holes and Conformal Field Theories
9909197,How to make the gravitational action on non-compact space finite
9902184,Quantum Cosmology from \cal{N} = 4 Super Yang - Mills Theory
1123,Paper 1123
11116,Paper 11116
9904157,The Complete Brane Solution in D-dimensional Coupled Gravity System
9905185,A Speculative Approach to Quantum Gravity
9910241,D-branes from N non-BPS D9-branes in Type IIA theory
9911173,S-Duality and Brane Descent Relations
5165,Paper 5165
9406202,Quantization of the Gravitational Constant in Odd-Dimensional Gravity
9710213,On the Z_2 Monopole of Spin(10) Gauge Theories
9709219,Anomaly Inflow on Orientifold Planes
9802199,The Massive Kaluza-Klein Monopole
9804208,Lectures on Orientifolds and Duality
9806120,"An Sl(2,Z) Multiplet of Nine-Dimensional Type II Supergravity Theories"
9812210,The Non-Perturbative SO(32) Heterotic String
9903118,A Study of Brane Solutions in D-dimensional Coupled Gravity System
9808074,Anomalous D-brane and orientifold couplings from the boundary state
9812071,Anomalous couplings for D-branes and O-planes
9812088,Gravitational Couplings of D-branes and O-planes
9812149,(Non-)Anomalous D-brane and O-plane couplings: the normal bundle
9812101,Relating Green's Functions in Axial and Lorentz Gauges using Finite Field-Dependent BRS Transformations
9710004,Orientifolds: The Unique Personality Of Each Spacetime Dimension
9812084,D-Branes and Spin^c Structures
9903140,Solitons on Branes
9905034,On the Algebraic K-theory of The Massive D8 and M9 Branes
9905044,Fate of unoriented bosonic string after tachyon condensation
9905055,D0-branes in an H-field Background and Noncommutative Geometry
9907128,The longitudinal fivebrane and tachyon condensation in matrix theory
2211,Paper 2211
9901055,The Super D9-Brane and its Truncations
9908094,Exotic Branes and Nonperturbative Seven Branes
9910266,Type II Branes from Brane-Antibrane in M-theory
1124,Paper 1124
9208032,"Quantum Gravity, Dynamical Triangulation and Higer Derivative Regularization"
9301002,Scaling behavior of quantum four-geometries
9302133,Transfer Matrix Formalism for Two-Dimensional Quantum Gravity and Fractal Structures of Space-time
9303041,Observing 4D Baby Universes in Quantum Gravity
9303149,Baby universes in 2d quantum gravity
9307045,String Field Theory of Noncritical Strings
9312047,String Field Theory of $c\leq 1$ Noncritical Strings
9312158,2D Quantum Gravity in the Proper-Time Gauge
9401096,Construction of Non-critical String Field Theory by Transfer Matrix Formalism in Dynamical Triangulation
9401137,A Solvable 2D Quantum Gravity Model with $\GAMMA >0$
9612069,The geometry of dynamical triangulations
9712058,The Spectral Dimension of Non-generic Branched Polymer Ensembles
9802020,The Concept of Time in 2D Quantum Gravity
9904012,A new perspective on matter coupling in 2d quantum gravity
9907084,Integrable 2D Lorentzian Gravity and Random Walks
9910232,"Making the gravitational path integral more Lorentzian, or: Life beyond Liouville gravity"
9912246,On the Gravitational Scaling Dimensions
9912267,On the relation between Euclidean and Lorentzian 2D quantum gravity
9701033,Quantum gravitational measure for three-geometries
9204017,World-Sheet Geometry and Baby Universes in 2-D Quantum Gravity
9204018,A naive matrix-model approach to two-dimensional quantum gravity coupled to matter of arbitrary central charge
9203030,Multicritical Phases of the O(n) Model on a Random Lattice
9204082,The $O(n)$ model on a random surface: critical points and large order behaviour
9206088,Loops in the Curvature Matrix Model
9208030,Matter fields with c > 1 coupled to 2d gravity
9303105,Exponent of n-Ising matter fields coupled to 2d gravity
9303146,Low Temperature Expansion of Matrix Models
9307120,Critical behavior of target space mean field theory
9310098,Scaling Functions for Baby Universes in Two-Dimensional Quantum Gravity
9412097,Entropy of random coverings and 4D quantum gravity
9602002,Functional integration on two dimensional Regge geometries
9607071,Diffeomorphism invariant measure for finite dimensional geometries
9503134,A Background Independent Formulation of Noncritical String Theory
9506193,Exact Solution of the O(n) Model on a Random Lattice
9605167,Minimal Dynamical Triangulations of Random Surfaces
9705202,The Two-point Function of c=-2 Matter Coupled to 2D Quantum Gravity
9511117,Operator Product Expansion in Two-Dimensional Quantum Gravity
9206081,Scaling Exponents in Quantum Gravity near Two Dimensions
9303123,Ultraviolet Stable Fixed Point and Scaling Relations in 2+$\epsilon$ Dimensional Quantum Gravity
9308099,Simplicial Gravity Coupled to Scalar Matter
9311078,On the absence of localized curvature in the weak-coupling phase of quantum gravity
9408103,Potential energy in quantum gravity
9607153,Gauge Invariance in Simplicial Gravity
9708019,On the Measure in Simplicial Gravity
9810193,Determination of critical exponents and equation of state by field theory method
9911189,Peeling and Multi-critical Matter Coupled to Quantum Gravity
1125,Paper 1125
9607038,One-loop vacuum amplitude for D-branes in constant electromagnetic field
9704161,Boundaries of 11-Dimensional Membranes
9710223,M-Fivebrane from the Open Supermembrane
9801202,Strings and D-Branes with Boundaries
9802133,Open superstring partition function in constant gauge field background at finite temperature
9803040,Brane-Intersection Dynamics from Branes in Brane Backgrounds
9803041,Open Superbranes
9804202,The Spacetime Superalgebras from M-branes in M-brane Backgrounds
9805209,The Spacetime Superalgebras in a Massive IIA Background via Brane Probes
9809204,Topics in M-Theory
9905144,Current Density Distributions and a Supersymmetric Action for Interacting Brane Systems
9906041,Superstring 'ending' on super-D9-brane: a supersymmetric action functional for the coupled brane system
9604182,One-Loop Divergences in Simple Supergravity: Boundary Effects
9608076,Local Boundary Conditions in Quantum Supergravity
9610209,Transition Amplitude within the Stochastic Quantization Scheme -- Perturbative Treatment
9409107,k-Anomalies and Space-Time Supersymmetry in the Green-Schwarz Heterotic Superstring
9603093,The cancellation of worldsheet anomalies in the D=10 Green--Schwarz heterotic string sigma--model
9612153,Aspects of D-brane actions
9703179,Comments on Dirichlet Branes at Angles
9602089,Heat-kernels and functional determinants on the generalized cone
9707200,Matrix Regularization of an Open Supermembrane ---towards M-theory five-branes via open supermembranes ---
9710214,Supersymmetric Electrovacs In Gauged Supergravities
9801038,"New Supersymmetric Vacua for N=4, D=4 Gauged Supergravity"
9404106,Electromagnetic Fields in a Thermal Background
9303156,Twistor--like Formulation of the Supermembrane in D=11 $^*$
9312168,Twistor-like Formulation of Super p-Branes
9710215,Open and Closed Supermembranes with Winding
9710034,Classical M-Fivebrane Dynamics and Quantum N=2 Yang-Mills
9711009,Topological Extensions of Noether Charge Algebras carried by D-p-branes
9803209,Superspace Geometry for Supermembrane Backgrounds
9804087,Wess-Zumino actions for IIA D-branes and their supersymmetries
9708081,The $a_{5}$ heat kernel coefficient on a manifold with boundary
9708152,Index-free Heat Kernel Coefficients
9803094,Smeared heat-kernel coefficients on the ball and generalized cone
9412163,Superconformal Sigma Models in Higher Than Two Dimensions
9705093,Aspects of Superembeddings
9203051,A twistor-like D=10 superparticle action with manifest N=8 world-line supersymmetry
9204071,"Twistor-like superstrings with D = 3, 4, 6 target-superspace and N = (1,0), (2,0), (4,0) world-sheet supersymmetry"
9601109,On dilaton dependence of type II superstring action
9608094,Generalized Action Principle and Geometric Approach for superstrings and super-p-branes
9705064,Superbrane Actions and Geometrical Approach
9712040,Gauge Fields and M-Fivebrane Dynamics
9703099,"P-Branes, Poisson-Sigma-Models and Embedding Approach to (p+1)- Dimensional Gravity"
9707110,A Polynomial First Order Action for the Dirichlet 3-brane
9807133,"Harmonics, Notophs and Chiral Bosons"
9901003,N=1 D=4 supermembrane in the coset approach
9904041,Junctions and the Fate of Branes in External Fields
9905031,D-Branes in the Green-Schwarz Formalism
9507060,Topological Rigid String Theory and Two Dimensional QCD
9904003,Noether superpotentials in supergravities
1126,Paper 1126
9611204,Stabilizing dilaton and moduli vacua in string and M--Theory cosmology
9202003,Planck-Scale Physics and the Peccei-Quinn Mechanism
